;;;病毒性肝炎  乙型;HBeAg阳性慢性乙型肝炎、HBeAg阴性慢性乙型肝炎;
;;;病毒性肝炎  丙型;;
;;;病毒性肝炎  戊型;;
;;;病毒性肝炎  未分型;;
;;;病毒性肝炎  重叠感染  甲+乙型;;
;;;病毒性肝炎  重叠感染  乙+丙型;;
;;;病毒性肝炎  重叠感染  乙+丙+丁型;;
;;;病毒性肝炎  重叠感染  乙+丁型;;
;;;病毒性肝炎  重叠感染  乙+戊型;;
;;;非活动性HBsAg携带者;;
;;;慢性HBV携带者;;
;;;隐匿性慢性乙型肝炎;;
;;;程度和分型描述;急性无黄疸型;
;;;;急性黄疸型;
;;;;慢性;
;;;;慢性  轻度;
;;;;慢性  中度;
;;;;慢性  重度;
;;;;急性淤胆型;
;;;;慢性淤胆型;
;;肝硬化;肝炎肝硬化;肝炎肝硬化  代偿期  乙型;
;;;;肝炎肝硬化  代偿期  丙型;
;;;;肝炎肝硬化  代偿期  乙+丙型;
;;;;肝炎肝硬化  代偿期  乙+丁型;
;;;;肝炎肝硬化  失代偿期  乙型;
;;;;肝炎肝硬化  失代偿期  丙型;
;;;;肝炎肝硬化  失代偿期  乙+丙型;
;;;;肝炎肝硬化  失代偿期  乙+丁型;
;;;隐源性肝硬化;;
;;;胆汁性肝硬化？;;
;;肝癌;原发性肝癌;PLC;
;;;原发性肝癌  Ⅰa期;;
;;;原发性肝癌  Ⅰb期;;
;;;原发性肝癌  Ⅱa期;;
;;;原发性肝癌  Ⅱb期;;
;;;原发性肝癌  Ⅲa期;;
;;;原发性肝癌  Ⅲb期;;
;;;原发性肝癌  BCLC  0期;;
;;;原发性肝癌  BCLC  A期;;
;;;原发性肝癌  BCLC  B期;;
;;;原发性肝癌  BCLC  C期;;
;;;原发性肝癌  BCLC  D期;;
;;;原发性肝癌  T1N0M0  Ⅰ期;;
;;;原发性肝癌  T2N0M0  Ⅱ期;;
;;;原发性肝癌  T3aN0M0  ⅢA期;;
;;;原发性肝癌  T3bN0M0  ⅢB期;;
;;;原发性肝癌  T4N0M0  ⅢC期;;
;;;原发性肝癌  T1N1M0  ⅣA期;;
;;;原发性肝癌  T2N1M0  ⅣA期;;
;;;原发性肝癌  T3aN1M0  ⅣA期;;
;;;原发性肝癌  T3bN1M0  ⅣA期;;
;;;原发性肝癌  T4N1M0  ⅣA期;;
;;;原发性肝癌  T1N0M1  ⅣB期;;
;;;原发性肝癌  T2N0M1  ⅣB期;;
;;;原发性肝癌  T3aN0M1  ⅣB期;;
;;;原发性肝癌  T3bN0M1  ⅣB期;;
;;;原发性肝癌  T4N0M1  ⅣB期;;
;;;原发性肝癌  T1N1M1  ⅣB期;;
;;;原发性肝癌  T2N1M1  ⅣB期;;
;;;原发性肝癌  T3aN1M1  ⅣB期;;
;;;原发性肝癌  T3bN1M1  ⅣB期;;
;;;原发性肝癌  T4N1M1  ⅣB期;;
;;;肝癌破裂出血;;
;;;肝转移癌;;
;;酒精性肝病;酒精性肝病;ALD;
;;;轻症酒精性肝病;;
;;;酒精性脂肪肝;;
;;;酒精性肝炎;;
;;;酒精性肝硬化;;
;;;酒精戒断综合症;;
;;自身免疫性肝病;PBC-AIH重叠综合征;;
;;;原发性胆汁性肝硬化;;
;;;原发性硬化性胆管炎;;
;;;自身免疫性肝炎;;
;;非酒精性脂肪性肝病;非酒精性脂肪性肝病;NAFLD;
;;;非酒精性单纯性脂肪肝;NAFL;
;;;非酒精性脂肪性肝炎;NASH;
;;;非酒精性脂肪性肝硬化;;
;;药物及中毒性肝病;药物性肝损伤;;
;;;药物性肝损伤  肝细胞型;;
;;;药物性肝损伤  胆汁淤积型;;
;;;药物性肝损伤  混合型;;
;;肝衰竭;急性肝衰竭;;
;;;急性肝衰竭  早期;;
;;;急性肝衰竭  中期;;
;;;急性肝衰竭  晚期;;
;;;亚急性肝衰竭;;
;;;亚急性肝衰竭  早期;;
;;;亚急性肝衰竭  中期;;
;;;亚急性肝衰竭  晚期;;
;;;慢加急性肝衰竭;;
;;;慢加急性肝衰竭  早期;;
;;;慢加急性肝衰竭  中期;;
;;;慢加急性肝衰竭  晚期;;
;;;慢加亚急性肝衰竭;;
;;;慢加亚急性肝衰竭  早期;;
;;;慢加亚急性肝衰竭  中期;;
;;;慢加亚急性肝衰竭  晚期;;
;;;慢性肝衰竭;;
;;;慢性肝衰竭  早期;;
;;;慢性肝衰竭  中期;;
;;;慢性肝衰竭  晚期;;
;;肝病并发症;低白蛋白血症;;
;;;腹水;腹水;
;;;;腹水  腹腔感染;
;;;;腹水  微量;
;;;;腹水  少量;
;;;;腹水  中量;
;;;;腹水  大量;
;;;自发性细菌性腹膜炎;;
;;;肝肺综合征;;
;;;肝肾综合征;;
;;;肝性脊髓病;;
;;;肝性脑病  0期;;
;;;肝性脑病  1期;;
;;;肝性脑病  2期;;
;;;肝性脑病  3期;;
;;;肝性脑病  4期;;
;;;肝硬化心肌病;;
;;;门脉高压性胃病;;
;;;脾功能亢进;;
;;;食管胃底静脉曲张破裂出血;;
;;;上消化道出血;;
;;妊娠期肝病;妊娠期急性脂肪肝;;
;;;妊娠期肝内胆汁淤积症;ICP;
;;;HELLP综合征;;
;;;部分性HELLP综合征;;
;;;完全性HELLP综合征III型;;
;;;完全性HELLP综合征II型;;
;;;完全性HELLP综合征I型;;
;;遗传代谢性肝病;Crigler-Naijar综合征;先天性葡萄糖醛酸转移酶缺乏症;
;;;Dubin-Johnson综合征;慢性特发性黄疸/遗传性结合胆红素增高Ⅰ型;
;;;Gilbert综合征;体质性肝功能不良性黄疸;
;;;Rotor综合征;遗传性结合胆红素增高Ⅱ型;
;;;肝豆状核变性;Wilson病;
;;其他;布-加综合征;;
;;;肝错构瘤;;
;;;肝动脉瘤;;
;;;肝动脉吻合口狭窄;;
;;;肝动脉先天畸形;;
;;;肝动脉血栓;;
;;;肝海绵状血管瘤;;
;;;肝畸胎瘤;;
;;;肝静脉闭塞综合征;;
;;;肝局灶性结节性增生  ;;
;;;肝囊肿;;
;;;肝脓肿;;
;;;肝破裂;;
;;;肝细胞腺瘤;;
;;;肝细胞腺瘤样增生;;
;;;肝血管瘤;;
;;;肝脏炎性假瘤;;
;;;肝紫斑病;;
;;;细菌性肝脓肿;;
;胆道疾病;胆囊疾病;胆囊癌;;
;;;胆囊结石;;
;;;胆囊息肉;;
;;;胆囊息肉样病变;;
;;;胆囊腺肌病;;
;;;慢性胆囊炎;;
;;胆管疾病;Caroli病;;
;;;Mirizzi综合征;;
;;;胆道并发症;;
;;;胆道低位梗阻;;
;;;胆道感染;;
;;;胆道高位梗阻;;
;;;胆道梗阻;;
;;;胆道蛔虫症;;
;;;胆道损伤;;
;;;胆道吻合口狭窄;;
;;;胆道狭窄;;
;;;胆管癌;;
;;;胆管结石;;
;;;胆漏;;
;;;胆瘘;;
;;;胆总管结石;;
;;;肝门部胆管癌;;
;;;肝内胆管结石;;
;;;肝外胆管结石;;
;;;梗阻性黄疸;;
;;;壶腹部癌;;
;;;急性梗阻性化脓性胆管炎;;
;;;缺血性胆道狭窄;;
泌尿生殖系统;肾内科疾病;原发性肾小球疾病;急性肾小球肾炎;;
;;;急进性肾小球肾炎;;
;;;慢性肾小球肾炎;;
;;;隐匿性肾小球肾炎;;
;;;肾病综合征;;
;;;IgA肾病;;
;;继发性肾小球疾病;肝硬化相关性肾脏病;;
;;;肝肾综合征;;
;;;糖尿病肾病;;
;;;高血压性肾损害;;
;;;狼疮性肾炎;;
;;;过敏性紫癜性肾炎;;
;;;血栓性微血管病;;
;;;系统性血管炎肾损害;;
;;;干燥综合征肾损害;;
;;;类风湿性关节炎肾损害;;
;;;银屑病肾损害;;
;;;肾淀粉样变性;;
;;;白血病肾损害;;
;;;多发性骨髓瘤肾脏损害;;
;;;冷球蛋白血症性肾损害;;
;;;溶血性尿毒症综合征肾损害;;
;;;淋巴瘤肾损害;;
;;;实体肿瘤肾损害;;
;;;系统性硬化症肾损害;;
;;;肥胖相关性肾病;;
;;;代谢综合征肾损害;;
;;;高尿酸血症肾病;;
;;;脂肪营养不良性肾病;;
;;;自身免疫性甲状腺疾病伴肾损害;;
;;;原发性甲状腺功能亢进症肾损害;;
;;;原发性醛固酮增多症肾损害;;
;;肾小管间质病变;急性肾小管-间质性肾炎;;
;;;慢性肾小管-间质性肾炎;;
;;;马兜铃酸肾病;;
;;;放射性肾炎;;
;;;反流性肾病;;
;;肾血管疾病;肾动脉狭窄;;
;;;肾静脉血栓形成;;
;;;胆固醇结晶栓塞性肾脏病;;
;;感染与肾脏疾病;泌尿系感染;;
;;;膀胱炎;;
;;;尿道炎;;
;;;急性肾盂肾炎;;
;;;慢性肾盂肾炎;;
;;;真菌性尿路感染;;
;;;肾结核;;
;;;肾综合征出血热肾损害;;
;;;乙肝病毒相关性肾小球肾炎;;
;;;丙肝病毒相关性肾小球肾炎;;
;;;HIV相关性肾脏病;;
;;遗传性肾脏病;遗传性肾炎;;
;;;薄基底膜肾病;;
;;;家族性局灶节段性肾小球硬化;;
;;;先天性肾病综合征;;
;;;多囊肾;;
;;梗阻性肾病;肾结石;;
;;;梗阻性肾病;;
;;;阻塞性尿路病;;
;;妊娠与肾脏病;妊娠高血压综合征肾损害;;
;;;妊娠期泌尿系感染;;
;;;妊娠相关性急性肾衰竭;;
;;老年性肾脏病;老年性尿路感染;;
;;;老年性缺血性肾脏病;;
;;;老年急性肾衰竭;;
;;急性肾损伤;急性肾小管坏死;;
;;;肾皮质坏死;;
;;;造影剂肾病;;
;;急性肾衰竭;;;
;;慢性肾功能不全;;;
;;慢性肾衰竭;;;
;;血液透析;;;
;;腹膜透析;;;
;;肾移植;;;
;;慢性肾脏病;;;
;水、电、酸碱平衡紊乱;电解质紊乱;;;
;;低钾血症;;;
;;低钠血症;;;
;;低氯血症;;;
;;高钾血症;;;
;;高钠血症;;;
;;高氯血症;;;
;;酸碱平衡紊乱;;;
;;代偿性代谢性碱中毒;;;
;;代偿性代谢性酸中毒;;;
;;代偿性呼吸性碱中毒;;;
;;代偿性呼吸性酸中毒;;;
;;失代偿性代谢性碱中毒;;;
;;失代偿性代谢性酸中毒;;;
;;失代偿性呼吸性碱中毒;;;
;;失代偿性呼吸性酸中毒;;;
血液系统;弥散性血管内凝血;DIC;;;
;粒细胞减少症;;;;
;粒细胞缺乏症;;;;
;白细胞减少症;;;;
;白血病;;;;
;过敏性紫癜;;;;
;红细胞葡萄糖-6-磷酸脱氢酶缺乏症;;;;
;急性白血病;;;;
;巨幼细胞贫血;;;;
;镰状细胞贫血;;;;
;淋巴瘤;;;;
;慢性白血病;;;;
;慢性粒细胞白血病;;;;
;慢性淋巴细胞白血病;;;;
;缺铁性贫血;;;;
;溶血性黄疸;;;;
;特发性血小板减少性紫癜;;;;
;血红蛋白病;;;;
;血友病;;;;
;遗传性出血性毛细血管扩张症;;;;
;遗传性球形红细胞增多症;;;;
;再生障碍性贫血;;;;
;溶血性贫血;;;;
;嗜血细胞综合征;;;;
风湿免疫系统;白塞病;口-眼-生殖器综合征;;;
;成人斯蒂尔病;成人still病;;;
;多形红斑;;;;
;类风湿关节炎;;;;
;干燥综合征;;;;
;强直性脊柱炎;;;;
;系统性红斑狼疮;;;;
内分泌和代谢系统;1型糖尿病;;;;
;2型糖尿病;;;;
;低血糖症;;;;
;高血糖高渗综合症;HHS;非酮症高渗性糖尿病昏迷;;
;糖尿病乳酸性酸中毒;;;;
;糖尿病酮症酸中毒;DKA;;;
;糖尿病肾病;;;;
;糖尿病视网膜病变;;;;
;糖尿病周围神经病变;DPN;;;
;下肢动脉粥样硬化病变;LEAD;;;
;糖尿病足病;;;;
;空腹血糖受损;;;;
;糖耐量受损;IFG;;;
;妊娠糖尿病;IGT;;;
;代谢综合征;;;;
;痛风;;;;
;高尿酸血症;;;;
;高胆固醇血症;;;;
;高甘油三酯血症;;;;
;高脂血症;;;;
;毒性弥漫性甲状腺肿;Graves病 ;;;
;甲状腺毒症;;;;
;亚急性甲状腺炎;;;;
;慢性淋巴细胞性甲状腺炎;桥本甲状腺炎;;;
;甲状腺功能亢进症;甲亢;;;
;亚临床甲亢;;;;
;碘甲亢;;;;
;甲状腺功能减退症;;;;
;亚临床甲减;;;;
;甲状腺危象;;;;
;甲状腺毒症性心脏病;;;;
;腺垂体功能减退症;;;;
;肾上腺皮质功能减退症;;;;
;原发性醛固酮增多症;;;;
感染性疾病;病毒感染;艾滋病及机会性感染;HIV相关进行性脑白质病变;;
;;;HIV相关脑病;;
;;;HIV相关性腹泻;;
;;;HIV相关性肾病;;
;;;获得性免疫缺陷综合征;AIDS;
;;;获得性免疫缺陷综合征  急性期;;
;;;获得性免疫缺陷综合征  无症状期;;
;;;获得性免疫缺陷综合征  艾滋病期;;
;;;肺孢子虫病;;
;;;弓形虫脑病;;
;;巨细胞病毒感染　;CMV感染　;;
;;EB病毒感染;传染性单核细胞增多症;;
;;;EB病毒感染;;
;;人乳头瘤病毒感染;HPV感染;;
;;甲型H1N1流感;;;
;;狂犬病;;;
;;流行性腮腺炎;;;
;;麻疹;;;
;;手足口病;手足口病;;
;;;手足口病  重型;;
;;;手足口病  危重型;;
;;水痘;;;
;;带状疱疹;;;
;;流行性感冒;;;
;;人感染高致病性禽流感;;;
;;流行性乙型脑炎;流行性乙型脑炎;;
;;;流行性乙型脑炎  轻型;;
;;;流行性乙型脑炎  普通型;;
;;;流行性乙型脑炎  重型;;
;;;流行性乙型脑炎  极重型;;
;;肾综合征出血热;;;
;;严重急性呼吸综合征;;;
;细菌感染;结核病;肠结核;;
;;;陈旧性肺结核;;
;;;肺外结核;;
;;;继发型肺结核;;
;;;结核性胸膜炎;;
;;;淋巴结结核;;
;;;生殖器结核;;
;;;血行播散型肺结核;;
;;;结核性脑膜炎;;
;;;结核性腹膜炎;;
;;;原发型肺结核;;
;;幽门螺杆菌感染;HP感染;;
;;百日咳;;;
;;布鲁菌病;;;
;;破伤风;;;
;;细菌性痢疾;细菌性痢疾;;
;;;急性细菌性痢疾;;
;;;急性细菌性痢疾  轻型;;
;;;急性细菌性痢疾  普通型;;
;;;急性细菌性痢疾  重型;;
;;;急性细菌性痢疾  休克型;;
;;;急性细菌性痢疾  脑型;;
;;;慢性细菌性痢疾;;
;;猩红热;;;
;;伤寒;伤寒;;
;;;伤寒  轻型;;
;;;伤寒  暴发型;;
;;;伤寒  迁延型;;
;;;伤寒  逍遥型;;
;;霍乱;;;
;;鼠疫;;;
;;炭疽;;;
;;白喉;;;
;;流行性脑脊髓膜炎;流行性脑脊髓膜炎;;
;;;流行性脑脊髓膜炎  普通型;;
;;;流行性脑脊髓膜炎  暴发型;;
;;;流行性脑脊髓膜炎  轻型;;
;;;流行性脑脊髓膜炎  慢性型;;
;其他病原体感染;阿米巴肝脓肿;;;
;;肠阿米巴病;阿米巴痢疾;;
;;疟疾;;;
;;地方性斑疹伤寒;;;
;;流行性斑疹伤寒;;;
;;钩端螺旋体病;;;
;;血吸虫病;;;
;;肝包虫病;;;
;;克雅病;;;
;;真菌感染;;;
;;念珠菌病;;;
;;新型隐球菌病;;;
;按部位划分;呼吸道;上呼吸道感染;;
;;;急性上呼吸道感染;;
;;;流行性感冒;;
;;;急性扁桃体炎;;
;;;化脓性扁桃体炎;;
;;;疱疹性咽峡炎;;
;;;咽炎;;
;;;急性支气管炎;;
;;;慢性支气管炎;;
;;;肺脓肿;;
;;;肺部感染;;
;;;肺炎;;
;;;支原体肺炎;;
;;消化道;肠道感染;;
;;;肠道真菌感染;;
;;;感染性腹泻;;
;;;细菌性肝脓肿;;
;;;胆系感染;;
;;;腹腔感染;;
;;;自发性腹膜炎;;
;;;继发性腹膜炎;;
;;中枢神经系统;病毒性脑膜炎;;
;;;病毒性脑炎;;
;;;细菌性脑膜炎;;
;;;化脓性脑膜炎;;
;;泌尿生殖系统;尿路感染;;
;;;膀胱炎;;
;;;尿道炎;;
;;;急性肾盂肾炎;;
;;;慢性肾盂肾炎;;
;;皮肤软组织;疖;;
;;;痈;;
;;;急性蜂窝织炎;;
;;;丹毒;;
;;;急性淋巴结炎;;
;;;急性淋巴管炎;;
;; ;化脓性骨髓炎;;
;;;化脓性关节炎;;
;;菌血症败血症;败血症;;
;;;感染性中毒性休克;脓毒性休克;
;其他;发热皮疹原因待查;;;
;;发热皮疹原因未明;;;
;;发热原因待查;;;
;;发热原因未明;;;
神经系统;Reye综合征;;;;
;Wernikle 脑病;;;;
;陈旧性脑梗死;;;;
;多发腔隙性脑梗塞;;;;
;高热惊厥;;;;
;脑梗死;;;;
;脑出血;;;;
;蛛网膜下腔出血;;;;
;脑萎缩;;;;
骨骼肌肉系统;股骨头缺血性坏死;;;;
;骨质疏松;;;;
外科;普外科;肠穿孔;;;
;;肠瘘;;;
;;肠套叠;;;
;;粪瘘;;;
;;腹股沟疝;;;
;;腹股沟斜疝;;;
;;腹股沟直疝;;;
;;腹腔内出血;;;
;;肛裂;;;
;;肛瘘;;;
;;肛周脓肿;;;
;;股疝;;;
;;急腹症;;;
;;急性阑尾炎;;;
;;慢性阑尾炎;;;
;;腹膜炎;;;
;;弥漫性腹膜炎;;;
;;脾破裂;;;
;;脾肿瘤;;;
;;脐疝;;;
;;切口疝;;;
;;痔;内痔;;
;;;外痔;;
;;;混合痔;;
;器官移植;慢性排斥反应;;;
;;慢性移植物失功;;;
;;移植术后淋巴增生性疾病;;;
;;移植物抗宿主病;;;
;;原发性移植物无功能;;;
;外科手术;乳腺癌改良根治术后;;;
;;同种异体原位肝移植术后;;;
;;Miles术后;;;
;;T管引流术后;;;
;;部分肝切除术后;;;
;;胆肠吻合术后;;;
;;腹腔镜胆囊切除术后;;;
;;腹腔镜肝切除术后;;;
;;腹腔镜胆囊切除胆道镜取石术后;;;
;;腹腔镜脾切术后;;;
;;腹腔镜脾切断流术后;;;
;;腹腔镜阑尾切除术后;;;
;;肝脏恶性肿瘤切除术后;;;
;;肝癌切除术后;;;
;;肝部分切除术后;;;
;;肝移植术后;;;
;;肝组织活检术后;;;
;;肝门胆管癌根治术后;;;
;;胆管癌根治术后;;;
;;横结肠癌根治术后;;;
;;回盲部切除术后;;;
;;阑尾切除术后;;;
;;脾切除断流术后;;;
;;室间隔缺损修补术后;;;
;;胃癌根治术后;;;
;;胃肠吻合术后;;;
;;胃造瘘术后;;;
;;结肠造瘘术后;;;
;;空肠造瘘术后;;;
;;胃大部切除术后;;;
;;无张力疝修补术后;;;
;;胰十二指肠切除术后;;;
;;右半结肠癌根治术后;;;
;;右半结肠切除术后;;;
;;直肠癌根治术后;;;
;;左半结肠癌根治术后;;;
;;左半结肠切除术后;;;
;;肠吻合术后;;;
介入治疗;肝动脉导管栓塞术后;TAE术后;;;
;肝动脉导管化疗栓塞术后;TACE术后;;;
;肝动脉导管化疗栓塞术+脾动脉栓塞术后;TACE+脾动脉栓塞术后;;;
;肝动脉导管化疗栓塞术+射频消融术后;TACE+射频消融术后;;;
;肝动脉导管化疗栓塞术后肝癌复发;TACE术后肝癌复发;;;
;经颈静脉肝内门体分流术后;TIPS术后;;;
;γ-刀治疗术后;;;;
;部分性脾动脉栓塞术后;;;;
;肠系膜上动脉造影术后;;;;
;胆道内引流术后;胆道支架植入术后;;;
;动静脉畸形栓塞术后;;;;
;动静脉瘘栓塞术后;; ;;
;动脉及静脉造影溶栓术后;;;;
;肺癌射频消融术后;;;;
;肺癌微波消融术后;;;;
;肺癌氩氦刀消融术后;;;;
;肺转移癌射频消融术后;;;;
;肺转移癌微波消融术后;;;;
;肺转移癌氩氦刀消融术后;;;;
;肝癌射频消融术后;;;;
;肝动脉栓塞术后;;;;
;肝动脉造影术后;;;;
;肝静脉造影术后;;;;
;肝血管瘤射频消融术后;;;;
;肝血管瘤微波消融术后;;;;
;间接门静脉造影术后;;;;
;经皮肝穿胃冠状静脉栓塞术后;;;;
;经皮肝囊肿引流及无水酒精固化术后;;;;
;经皮肝脓肿引流术后;;;;
;经皮经肝穿刺胆道引流术后;PTCD术后;;;
;经皮经肝穿刺胆道支架植入术后;PTBS术后;;;
;经皮射频消融术后;RFA术后;;;
;经皮肿瘤微波消融术后;;;;
;经皮肿瘤无水酒精消融术后;;;;
;经皮肿瘤氩氦刀消融术后;;;;
;气管及支气管支架植入术后;;;;
;全脑动脉造影术后;;;;
;上腔静脉造影及成形术后;;;;
;肾动脉造影术后;;;;
;十二指肠及直肠支架置入术后;;;;
;食道球囊成形术后;;;;
;食道支架置入术后;;;;
;头臂静脉造影术后;;;;
;下腔静脉滤器置入术后;;;;
;下腔静脉造影术及成形术后;;;;
;下腔静脉支架置入术后;;;;
;支气管动脉化疗栓塞术后;;;;
;支气管动脉栓塞术后;;;;
;支气管动脉造影术后;;;;
;肿瘤光动力治疗术后;;;;
;肿瘤离子植入术后后;;;;
内镜治疗;ENBD术后;鼻胆引流术后;;;
;ERCP＋ENBD术后;;;;
;ERCP＋鼻胆引流＋胆道支架植入术后;;;;
;ERCP＋胆道支架植入术后;;;;
;ERCP术后;内镜下逆行性胰胆管造影术后;;;
;内镜下曲张静脉套扎治疗术后;;;;
;内镜下硬化剂注射治疗术后;;;;
危重症;过敏性休克;;;;
;心源性休克;;;;
;感染中毒性休克;脓毒性休克;;;
;低血容量性休克;失血性休克;;;
;多器官功能障碍综合征;MODS;;;
原因待查及原因未明;发热皮疹原因待查;;;;
;发热皮疹原因未明;;;;
;发热原因待查;;;;
;发热原因未明;;;;
;肝功能异常原因待查;;;;
;肝功能异常原因未明;;;;
;黄疸原因待查;;;;
;黄疸原因未明;;;;
;晕厥原因待查;;;;
;晕厥原因未明;;;;
;意识障碍原因待查;;;;
;意识障碍原因未明;;;;
;水肿原因待查;;;;
;水肿原因未明;;;;
;腹水原因待查;;;;
;腹水原因未明;;;;
;腹痛原因待查;;;;
;腹痛原因未明;;;;
;便血原因待查;;;;
;便血原因未明;;;;
;呕血原因待查;;;;
;呕血原因未明;;;;
;血尿原因待查;;;;
;血尿原因未明;;;;
;少尿原因待查;;;;
;少尿原因未明;;;;
;多尿原因待查;;;;
;多尿原因未明;;;;
;贫血原因待查;;;;
;贫血原因未明;;;;
;咯血原因待查;;;;
;咯血原因未明;;;;
;血小板减少原因待查;;;;
;血小板减少原因未明;;;;
;白细胞减少原因待查;;;;
;白细胞减少原因未明;;;;
;脾功能亢进原因待查;;;;
;脾功能亢进原因未明;;;;
;肝硬化原因待查;;;;
;肝硬化原因未明;;;;
;肝功能衰竭原因待查;;;;
;肝功能衰竭原因未明;;;;
;肾功能衰竭原因待查;;;;
;肾功能衰竭原因未明;;;;
;肝内占位性质待查;;;;
;肝内占位性质未明;;;;
;胸腔积液原因待查;;;;
;胸腔积液原因未明;;;;
;肝脏结节性质待查;;;;
;肝脏结节性质未明;;;;
